case_id,event_label,resource
2677,a,None
2677,b,None
2677,b,None
2677,g,None
2677,b,None
2678,c,A_BED1
2678,i,INTAKE2
2678,b,None
2678,b,None
2678,b,None
2679,i,INTAKE2
2679,a,None
2679,g,None
2679,d,OR4
2680,c,B_BED32
2680,g,None
2680,b,None
2680,d,OR3
2681,b,None
2681,b,None
2681,b,None
2681,b,None
2681,f,None
2681,b,None
2681,b,None
2682,a,None
2682,b,None
2682,f,None
2682,b,None
2682,b,None
2682,b,None
2683,c,B_BED2
2683,i,INTAKE2
2683,b,None
2683,a,None
2683,g,None
2684,c,B_BED28
2684,h,ER_PRACTITIONER3
2684,e,None
2685,c,B_BED40
2685,i,INTAKE3
2685,a,None
2685,g,None
2685,b,None
2685,d,OR5
2686,i,INTAKE1
2686,b,None
2686,a,None
2686,g,None
2687,g,None
2688,a,None
2689,c,A_BED22
2689,i,INTAKE4
2689,g,None
2689,b,None
2689,a,None
2690,c,B_BED21
2690,b,None
2690,g,None
2690,a,None
2691,b,None
2691,a,None
2691,b,None
2691,b,None
2691,b,None
2691,b,None
2692,b,None
2692,b,None
2692,b,None
2692,b,None
2692,f,None
2692,a,None
2692,b,None
2693,b,None
2693,f,None
2693,a,None
2693,b,None
2693,b,None
2694,b,None
2694,b,None
2694,b,None
2694,b,None
2695,b,None
2695,a,None
2695,b,None
2695,b,None
2695,b,None
2695,b,None
2696,h,ER_PRACTITIONER3
2696,g,None
2696,e,None
2696,d,OR3
2697,h,ER_PRACTITIONER3
2697,g,None
2698,c,B_BED7
2698,h,ER_PRACTITIONER4
2698,e,None
2698,g,None
2699,h,ER_PRACTITIONER3
2700,e,None
2701,c,B_BED29
2701,h,ER_PRACTITIONER5
2701,g,None
2701,e,None
2702,g,None
2702,d,OR1
2703,c,B_BED35
2703,h,ER_PRACTITIONER4
2703,g,None
2703,d,OR5
2704,g,None
2704,e,None
2705,c,B_BED13
2705,e,None
2705,g,None
2705,d,OR4
2706,c,B_BED8
2706,h,ER_PRACTITIONER7
2706,e,None
2706,g,None
2707,h,ER_PRACTITIONER1
2707,e,None
2707,g,None
2708,c,B_BED10
2708,h,ER_PRACTITIONER3
2708,g,None
2708,e,None
2709,h,ER_PRACTITIONER4
2709,e,None
2710,h,ER_PRACTITIONER5
2710,e,None
2710,g,None
2711,h,ER_PRACTITIONER6
2712,c,A_BED14
2712,i,INTAKE3
2712,a,None
2712,d,OR5
2713,c,B_BED29
2713,a,None
2713,g,None
2714,c,B_BED24
2714,i,INTAKE1
2714,g,None
2714,b,None
2714,a,None
2715,c,A_BED16
2715,i,INTAKE4
2715,g,None
2715,d,OR2
2716,c,B_BED17
2716,i,INTAKE3
2716,g,None
2716,b,None
2716,b,None
2716,d,OR3
2717,i,INTAKE3
2717,b,None
2717,g,None
2718,i,INTAKE2
2718,b,None
2718,d,OR4
2719,c,B_BED33
2719,i,INTAKE1
2719,a,None
2719,g,None
2720,i,INTAKE4
2720,b,None
2720,a,None
2720,g,None
2721,c,A_BED18
2721,i,INTAKE3
2721,b,None
2721,b,None
2722,a,None
2722,b,None
2722,b,None
2722,b,None
2722,b,None
2722,b,None
2723,i,INTAKE3
2723,a,None
2723,b,None
2723,d,OR1
2724,i,INTAKE2
2724,b,None
2724,b,None
2725,c,A_BED16
2725,b,None
2725,b,None
2726,c,B_BED2
2726,i,INTAKE2
2726,a,None
2726,b,None
2726,b,None
2726,g,None
2727,i,INTAKE1
2727,b,None
2727,b,None
2727,b,None
2727,b,None
2727,g,None
2727,b,None
2728,c,A_BED20
2728,a,None
2728,g,None
2728,b,None
2728,b,None
2728,b,None
2729,g,None
2729,e,None
2730,c,B_BED38
2730,i,INTAKE1
2730,b,None
2730,g,None
2730,b,None
2730,b,None
2730,a,None
2731,c,A_BED2
2731,i,INTAKE4
2731,b,None
2731,g,None
2731,b,None
2731,d,OR4
2732,h,ER_PRACTITIONER4
2732,e,None
2733,c,B_BED20
2733,g,None
2733,e,None
2734,b,None
2734,b,None
2734,b,None
2734,b,None
2734,f,None
2734,b,None
2735,b,None
2735,b,None
2735,a,None
2735,b,None
2735,f,None
2736,b,None
2736,b,None
2736,b,None
2736,a,None
2736,b,None
2736,b,None
2737,i,INTAKE3
2737,b,None
2737,a,None
2738,c,A_BED15
2738,g,None
2738,b,None
2738,b,None
2738,a,None
2738,d,OR2
2739,c,B_BED18
2739,h,ER_PRACTITIONER3
2739,e,None
2739,g,None
2739,d,OR3
2740,c,A_BED3
2740,i,INTAKE2
2740,a,None
2740,b,None
2740,g,None
2740,b,None
2740,b,None
2741,b,None
2741,b,None
2741,b,None
2741,b,None
2741,b,None
2742,f,None
2742,b,None
2742,b,None
2742,b,None
2742,a,None
2742,b,None
2742,b,None
2743,b,None
2743,b,None
2743,a,None
2743,b,None
2743,f,None
2743,b,None
2743,b,None
2744,b,None
2744,b,None
2744,b,None
2744,b,None
2744,b,None
2744,f,None
2745,b,None
2745,f,None
2745,b,None
2745,b,None
2745,a,None
2745,b,None
2746,h,ER_PRACTITIONER3
2746,e,None
2747,c,B_BED8
2747,h,ER_PRACTITIONER4
2747,d,OR5
2748,c,B_BED5
2748,h,ER_PRACTITIONER3
2748,g,None
2748,e,None
2748,d,OR1
2749,c,B_BED38
2749,h,ER_PRACTITIONER4
2749,g,None
2749,e,None
2750,h,ER_PRACTITIONER5
2750,g,None
2750,e,None
2750,d,OR4
2751,c,B_BED17
2751,h,ER_PRACTITIONER6
2751,g,None
2751,e,None
2752,c,B_BED11
2752,h,ER_PRACTITIONER7
2752,g,None
2752,e,None
2753,c,B_BED22
2753,h,ER_PRACTITIONER3
2753,g,None
2753,e,None
2754,g,None
2754,e,None
2754,d,OR2
2754,d,OR5
2755,h,ER_PRACTITIONER3
2755,g,None
2756,c,B_BED1
2756,h,ER_PRACTITIONER4
2756,e,None
2756,g,None
2757,c,B_BED27
2757,h,ER_PRACTITIONER4
2757,e,None
2757,d,OR3
2758,c,B_BED12
2758,h,ER_PRACTITIONER5
2758,g,None
2759,h,ER_PRACTITIONER3
2759,e,None
2759,g,None
2760,c,B_BED28
2760,g,None
2761,h,ER_PRACTITIONER7
2761,g,None
2761,e,None
2762,c,B_BED39
2762,h,ER_PRACTITIONER3
2762,g,None
2763,h,ER_PRACTITIONER4
2763,g,None
2764,c,B_BED28
2764,e,None
2764,g,None
2764,d,OR5
2765,g,None
2765,e,None
2766,a,None
2766,b,None
2767,c,A_BED19
2767,a,None
2767,b,None
2767,g,None
2767,d,OR5
2768,a,None
2768,b,None
2768,g,None
2769,c,B_BED3
2769,h,ER_PRACTITIONER3
2769,g,None
2769,e,None
2770,c,B_BED19
2770,i,INTAKE2
2770,b,None
2770,b,None
2770,a,None
2770,g,None
2771,c,B_BED26
2772,b,None
2772,b,None
2773,c,A_BED17
2773,a,None
2773,g,None
2773,b,None
2773,b,None
2773,b,None
2773,b,None
2773,b,None
2774,i,INTAKE2
2774,b,None
2774,b,None
2774,b,None
2774,g,None
2774,a,None
2774,b,None
2775,c,A_BED15
2775,i,INTAKE1
2775,b,None
2775,b,None
2775,b,None
2775,a,None
2775,d,OR1
2776,c,A_BED16
2776,b,None
2776,b,None
2776,g,None
2777,i,INTAKE2
2777,a,None
2777,b,None
2777,b,None
2777,b,None
2777,b,None
2777,b,None
2777,g,None
2778,c,B_BED36
2778,i,INTAKE1
2778,a,None
2778,b,None
2779,c,A_BED17
2779,b,None
2779,g,None
2779,b,None
2780,b,None
2780,b,None
2780,b,None
2780,b,None
2780,a,None
2781,c,B_BED2
2781,a,None
2781,g,None
2781,b,None
2781,b,None
2782,b,None
2782,b,None
2782,b,None
2783,c,B_BED6
2783,h,ER_PRACTITIONER3
2783,e,None
2784,b,None
2784,b,None
2784,b,None
2785,f,None
2785,b,None
2785,b,None
2785,b,None
2785,b,None
2786,a,None
2786,b,None
2786,b,None
2786,b,None
2786,f,None
2788,h,ER_PRACTITIONER5
2788,g,None
2788,e,None
2789,b,None
2789,a,None
2789,b,None
2789,f,None
2789,b,None
2789,b,None
2789,b,None
2790,b,None
2790,b,None
2790,a,None
2791,b,None
2791,f,None
2791,b,None
2791,b,None
2792,b,None
2792,b,None
2792,f,None
2792,b,None
2792,b,None
2792,b,None
2793,f,None
2793,a,None
2793,b,None
2794,h,ER_PRACTITIONER3
2794,g,None
2795,b,None
2795,b,None
2795,b,None
2795,a,None
2795,b,None
2796,c,A_BED14
2796,a,None
2796,b,None
2796,g,None
2796,d,OR3
2797,b,None
2797,b,None
2797,b,None
2797,b,None
2797,b,None
2797,b,None
2798,e,None
2798,g,None
2798,d,OR3
2799,a,None
2799,b,None
2799,b,None
2799,f,None
2799,b,None
2799,b,None
2800,h,ER_PRACTITIONER6
2800,g,None
2800,e,None
2801,b,None
2801,f,None
2801,b,None
2801,b,None
2801,b,None
2801,a,None
2801,b,None
2802,g,None
2802,e,None
2803,h,ER_PRACTITIONER3
2803,e,None
2803,g,None
2804,h,ER_PRACTITIONER5
2804,g,None
2804,e,None
2805,h,ER_PRACTITIONER3
2805,e,None
2805,g,None
2806,e,None
2806,g,None
2807,h,ER_PRACTITIONER4
2807,e,None
2808,h,ER_PRACTITIONER3
2808,g,None
2808,e,None
2809,g,None
2810,h,ER_PRACTITIONER3
2810,e,None
2811,h,ER_PRACTITIONER6
2811,g,None
2811,e,None
2812,h,ER_PRACTITIONER4
2812,g,None
2812,e,None
2813,g,None
2813,e,None
2814,c,B_BED7
2814,h,ER_PRACTITIONER7
2814,e,None
2814,g,None
2815,h,ER_PRACTITIONER3
2815,g,None
2815,e,None
2816,c,B_BED29
2816,e,None
2816,g,None
2817,h,ER_PRACTITIONER3
2818,c,B_BED8
2818,h,ER_PRACTITIONER4
2818,e,None
2819,h,ER_PRACTITIONER5
2819,g,None
2819,e,None
2820,c,B_BED30
2820,e,None
2820,g,None
2821,c,A_BED14
2821,a,None
2821,b,None
2821,g,None
2822,c,B_BED13
2822,i,INTAKE2
2822,b,None
2823,i,INTAKE2
2823,b,None
2823,g,None
2823,a,None
2823,b,None
2823,b,None
2823,b,None
2824,e,None
2824,g,None
2825,c,B_BED35
2825,g,None
2825,b,None
2825,b,None
2826,c,A_BED28
2826,i,INTAKE3
2826,a,None
2826,b,None
2826,g,None
2826,b,None
2826,b,None
2827,h,ER_PRACTITIONER4
2827,e,None
2827,g,None
2828,c,B_BED16
2828,i,INTAKE1
2828,b,None
2828,b,None
2828,g,None
2828,b,None
2829,h,ER_PRACTITIONER5
2829,e,None
2830,c,A_BED15
2830,i,INTAKE1
2830,a,None
2830,g,None
2831,c,B_BED40
2831,i,INTAKE4
2831,b,None
2831,a,None
2831,b,None
2831,b,None
2831,g,None
2831,b,None
2832,b,None
2832,b,None
2832,b,None
2832,a,None
2832,b,None
2832,f,None
2833,c,B_BED22
2833,b,None
2833,a,None
2833,b,None
2833,b,None
2834,c,A_BED14
2834,c,A_BED23
2834,g,None
2834,b,None
2834,a,None
2834,b,None
2834,b,None
2834,d,OR1
2834,d,OR4
2835,b,None
2835,b,None
2835,b,None
2835,a,None
2835,b,None
2835,f,None
2836,b,None
2836,a,None
2836,b,None
2836,b,None
2836,b,None
2837,b,None
2837,f,None
2837,b,None
2837,b,None
2837,a,None
2838,h,ER_PRACTITIONER3
2838,e,None
2838,g,None
2839,b,None
2839,a,None
2839,b,None
2839,b,None
2839,f,None
2839,b,None
2840,b,None
2840,b,None
2840,f,None
2840,b,None
2840,b,None
2840,b,None
2840,a,None
2841,f,None
2841,b,None
2841,b,None
2841,b,None
2842,b,None
2842,b,None
2842,b,None
2842,b,None
2842,b,None
2842,f,None
2842,a,None
2843,b,None
2843,b,None
2843,b,None
2843,b,None
2843,a,None
2843,f,None
2843,b,None
2843,b,None
2844,b,None
2844,f,None
2844,b,None
2844,a,None
2844,b,None
2845,e,None
2846,b,None
2846,f,None
2846,b,None
2847,b,None
2847,a,None
2847,b,None
2847,b,None
2847,b,None
2847,f,None
2848,b,None
2848,b,None
2848,b,None
2848,b,None
2848,a,None
2848,b,None
2849,b,None
2849,b,None
2849,f,None
2849,b,None
2849,b,None
2850,b,None
2850,f,None
2850,b,None
2850,b,None
2851,b,None
2851,f,None
2851,a,None
2851,b,None
2851,b,None
2851,b,None
2852,h,ER_PRACTITIONER4
2852,g,None
2853,h,ER_PRACTITIONER3
2853,g,None
2854,h,ER_PRACTITIONER5
2854,g,None
2854,e,None
2855,e,None
2855,g,None
2856,h,ER_PRACTITIONER4
2856,e,None
2856,g,None
2857,e,None
2857,g,None
2858,e,None
2859,c,B_BED31
2859,h,ER_PRACTITIONER4
2859,e,None
2859,g,None
2860,e,None
2860,g,None
2861,h,ER_PRACTITIONER3
2861,e,None
2861,g,None
2862,c,B_BED10
2862,h,ER_PRACTITIONER5
2863,h,ER_PRACTITIONER3
2863,e,None
2864,e,None
2864,g,None
2865,h,ER_PRACTITIONER5
2865,e,None
2866,g,None
2867,c,B_BED14
2867,h,ER_PRACTITIONER4
2867,g,None
2867,e,None
2867,d,OR3
2868,h,ER_PRACTITIONER3
2868,e,None
2868,g,None
2869,c,B_BED15
2869,g,None
2869,d,OR1
2870,c,A_BED18
2870,i,INTAKE3
2870,b,None
2870,a,None
2870,b,None
2870,d,OR2
2871,c,B_BED1
2871,b,None
2871,a,None
2871,b,None
2872,c,A_BED20
2872,i,INTAKE3
2872,b,None
2872,a,None
2872,b,None
2872,b,None
2872,b,None
2872,b,None
2872,b,None
2872,g,None
2872,d,OR4
2873,a,None
2873,b,None
2873,b,None
2873,b,None
2873,b,None
2873,b,None
2873,b,None
2874,b,None
2874,b,None
2874,b,None
2874,b,None
2874,b,None
2875,a,None
2875,b,None
2875,b,None
2875,b,None
2875,b,None
2875,b,None
2876,c,B_BED23
2876,e,None
2877,b,None
2877,b,None
2877,b,None
2877,b,None
2877,a,None
2877,f,None
2878,f,None
2878,b,None
2878,b,None
2878,b,None
2878,b,None
2879,b,None
2879,b,None
2879,b,None
2880,b,None
2880,b,None
2880,f,None
2880,a,None
2880,b,None
2880,b,None
2881,a,None
2881,b,None
2881,b,None
2882,e,None
2883,b,None
2883,b,None
2883,b,None
2883,a,None
2883,b,None
2884,b,None
2884,b,None
2884,b,None
2884,b,None
2884,f,None
2884,a,None
2885,b,None
2885,b,None
2885,a,None
2885,b,None
2885,b,None
2886,b,None
2886,a,None
2886,b,None
2886,b,None
2887,h,ER_PRACTITIONER4
2888,b,None
2888,b,None
2888,b,None
2888,f,None
2888,b,None
2888,b,None
2888,a,None
2889,b,None
2889,b,None
2889,b,None
2889,b,None
2890,b,None
2890,a,None
2890,b,None
2890,b,None
2890,b,None
2891,a,None
2891,b,None
2891,b,None
2891,b,None
2891,b,None
2892,b,None
2892,f,None
2892,b,None
2892,b,None
2892,b,None
2893,a,None
2893,b,None
2893,b,None
2893,b,None
2893,f,None
2894,b,None
2894,b,None
2894,a,None
2894,b,None
2894,b,None
2894,b,None
2894,f,None
2895,a,None
2895,b,None
2895,f,None
2895,b,None
2895,b,None
2895,b,None
2896,a,None
2896,b,None
2896,b,None
2896,b,None
2896,b,None
2896,b,None
2896,f,None
2897,h,ER_PRACTITIONER3
2897,e,None
2897,g,None
2897,d,OR3
2898,b,None
2898,b,None
2898,f,None
2898,b,None
2898,b,None
2898,b,None
2899,b,None
2899,b,None
2899,a,None
2899,b,None
2899,f,None
2900,b,None
2900,a,None
2900,b,None
2900,f,None
2900,b,None
2900,b,None
2901,b,None
2901,b,None
2901,a,None
2901,b,None
2901,b,None
2901,f,None
2902,g,None
2903,h,ER_PRACTITIONER5
2903,g,None
2905,c,B_BED11
2905,c,B_BED24
2905,d,OR5
2906,h,ER_PRACTITIONER4
2906,e,None
2906,g,None
2907,h,ER_PRACTITIONER3
2907,g,None
2908,c,B_BED39
2908,g,None
2909,h,ER_PRACTITIONER5
2909,g,None
2909,e,None
2910,e,None
2910,g,None
2911,h,ER_PRACTITIONER3
2912,h,ER_PRACTITIONER4
2912,g,None
2912,e,None
2913,h,ER_PRACTITIONER5
2913,g,None
2913,e,None
2914,h,ER_PRACTITIONER7
2914,e,None
2916,c,B_BED10
2916,h,ER_PRACTITIONER3
2916,e,None
2916,g,None
2917,g,None
2918,g,None
2919,c,B_BED32
2919,h,ER_PRACTITIONER4
2919,g,None
2920,h,ER_PRACTITIONER5
2920,g,None
2921,h,ER_PRACTITIONER7
2921,g,None
2921,e,None
2922,h,ER_PRACTITIONER1
2922,g,None
2922,e,None
2922,d,OR1
2923,c,B_BED6
2923,h,ER_PRACTITIONER3
2923,g,None
2923,e,None
2924,c,B_BED32
2924,h,ER_PRACTITIONER5
2924,g,None
2924,d,OR4
2925,e,None
2926,c,B_BED1
2926,h,ER_PRACTITIONER6
2927,h,ER_PRACTITIONER3
2927,g,None
2927,e,None
2928,h,ER_PRACTITIONER4
2928,g,None
2928,e,None
2929,e,None
2929,g,None
2930,c,B_BED29
2930,h,ER_PRACTITIONER6
2930,g,None
2931,e,None
2931,g,None
2932,h,ER_PRACTITIONER3
2932,g,None
2932,e,None
2933,h,ER_PRACTITIONER4
2933,e,None
2934,c,B_BED13
2934,h,ER_PRACTITIONER3
2934,g,None
2935,c,B_BED18
2935,h,ER_PRACTITIONER4
2935,e,None
2936,h,ER_PRACTITIONER5
2936,g,None
2936,e,None
2937,g,None
2937,e,None
2938,h,ER_PRACTITIONER4
2938,g,None
2939,h,ER_PRACTITIONER7
2939,e,None
2940,h,ER_PRACTITIONER3
2940,g,None
2941,c,B_BED40
2941,h,ER_PRACTITIONER4
2941,g,None
2941,e,None
2942,e,None
2943,c,B_BED34
2943,g,None
2944,h,ER_PRACTITIONER3
2944,e,None
2945,g,None
2946,h,ER_PRACTITIONER6
2946,e,None
2947,c,B_BED25
2947,h,ER_PRACTITIONER3
2947,e,None
2948,h,ER_PRACTITIONER4
2948,e,None
2949,e,None
2949,g,None
2950,h,ER_PRACTITIONER4
2950,g,None
2951,h,ER_PRACTITIONER6
2952,g,None
2952,e,None
2953,h,ER_PRACTITIONER3
2953,e,None
2954,h,ER_PRACTITIONER4
2954,e,None
2954,g,None
2955,h,ER_PRACTITIONER3
2955,e,None
2955,g,None
2956,h,ER_PRACTITIONER5
2956,e,None
2956,g,None
2957,c,B_BED4
2957,g,None
2957,e,None
2958,h,ER_PRACTITIONER4
2958,e,None
2958,g,None
2959,c,B_BED5
2959,h,ER_PRACTITIONER3
2959,e,None
2959,g,None
2960,c,B_BED6
2960,h,ER_PRACTITIONER3
2960,e,None
2960,g,None
2961,c,B_BED27
2961,h,ER_PRACTITIONER4
2961,e,None
2962,h,ER_PRACTITIONER3
2962,g,None
2962,e,None
2963,c,B_BED28
2963,h,ER_PRACTITIONER4
2963,e,None
2964,h,ER_PRACTITIONER5
2964,e,None
2965,g,None
2965,e,None
2965,d,OR1
2966,h,ER_PRACTITIONER6
2966,g,None
2967,h,ER_PRACTITIONER4
2967,g,None
2968,c,B_BED7
2968,h,ER_PRACTITIONER5
2968,g,None
2968,e,None
2969,h,ER_PRACTITIONER3
2969,g,None
2970,g,None
2970,e,None
2971,g,None
2972,c,B_BED29
2972,e,None
2973,c,B_BED36
2973,g,None
2973,d,OR4
2974,c,B_BED8
2974,h,ER_PRACTITIONER3
2974,g,None
2975,c,B_BED30
2975,h,ER_PRACTITIONER3
2975,g,None
2975,e,None
2976,c,B_BED31
2976,g,None
2976,e,None
2977,g,None
2977,e,None
2978,h,ER_PRACTITIONER6
2978,e,None
2979,h,ER_PRACTITIONER7
2979,e,None
2980,h,ER_PRACTITIONER3
2980,e,None
2981,c,A_BED1
2981,i,INTAKE3
2981,g,None
2981,d,OR1
2982,i,INTAKE2
2982,b,None
2982,a,None
2982,g,None
2982,d,OR4
2983,c,A_BED21
2983,g,None
2983,a,None
2984,h,ER_PRACTITIONER4
2985,h,ER_PRACTITIONER5
2985,e,None
2985,g,None
2986,g,None
2986,b,None
2986,d,OR2
2987,c,B_BED36
2987,i,INTAKE3
2987,b,None
2987,a,None
2987,b,None
2988,h,ER_PRACTITIONER6
2988,g,None
2989,c,B_BED6
2989,b,None
2989,b,None
2989,a,None
2989,g,None
2990,c,A_BED2
2991,c,A_BED8
2991,a,None
2991,g,None
2992,c,B_BED33
2992,i,INTAKE1
2992,g,None
2992,a,None
2993,h,ER_PRACTITIONER3
2993,g,None
2993,d,OR2
2994,c,B_BED33
2994,h,ER_PRACTITIONER4
2994,g,None
2995,a,None
2995,b,None
2995,b,None
2995,b,None
2995,b,None
2995,b,None
2995,b,None
2996,h,ER_PRACTITIONER7
2997,e,None
2998,c,B_BED29
2998,i,INTAKE3
2998,b,None
2998,g,None
2998,a,None
2999,a,None
2999,f,None
2999,b,None
2999,b,None
2999,b,None
2999,b,None
2999,b,None
3000,b,None
3000,f,None
3000,b,None
3000,b,None
3000,b,None
3000,b,None
3001,b,None
3001,f,None
3001,b,None
3001,b,None
3001,b,None
3002,c,B_BED39
3002,h,ER_PRACTITIONER5
3002,g,None
3002,e,None
3002,d,OR3
3003,h,ER_PRACTITIONER4
3003,e,None
3003,g,None
3004,c,B_BED1
3004,i,INTAKE2
3004,a,None
3004,d,OR5
3005,b,None
3005,f,None
3005,a,None
3005,b,None
3005,b,None
3005,b,None
3005,b,None
3005,b,None
3006,b,None
3006,b,None
3006,b,None
3006,b,None
3006,b,None
3006,f,None
3007,f,None
3007,b,None
3007,b,None
3007,b,None
3007,a,None
3008,b,None
3008,b,None
3008,b,None
3008,b,None
3008,a,None
3008,b,None
3009,b,None
3009,b,None
3009,f,None
3010,b,None
3010,b,None
3010,b,None
3010,f,None
3010,b,None
3011,b,None
3011,b,None
3011,f,None
3011,b,None
3011,a,None
3011,b,None
3011,b,None
3012,c,B_BED17
3012,i,INTAKE3
3012,a,None
3012,g,None
3012,d,OR4
3013,c,A_BED9
3013,i,INTAKE1
3013,b,None
3013,a,None
3013,d,OR1
3014,g,None
3015,b,None
3015,b,None
3015,b,None
3015,b,None
3015,f,None
3016,b,None
3016,b,None
3016,a,None
3016,b,None
3016,b,None
3016,b,None
3016,f,None
3017,h,ER_PRACTITIONER4
3017,e,None
3018,b,None
3018,b,None
3018,f,None
3018,b,None
3018,b,None
3018,a,None
3019,b,None
3019,a,None
3019,b,None
3019,b,None
3019,b,None
3019,b,None
3019,b,None
3021,e,None
3021,g,None
3022,c,B_BED17
3022,h,ER_PRACTITIONER3
3022,g,None
3023,c,B_BED9
3023,h,ER_PRACTITIONER7
3023,e,None
3023,g,None
3024,g,None
3024,e,None
3025,c,B_BED18
3025,h,ER_PRACTITIONER8
3025,e,None
3025,g,None
3025,d,OR5
3026,h,ER_PRACTITIONER9
3026,g,None
3027,h,ER_PRACTITIONER3
3028,e,None
3029,h,ER_PRACTITIONER4
3029,g,None
3030,g,None
3031,c,B_BED21
3031,h,ER_PRACTITIONER3
3031,g,None
3032,c,B_BED16
3032,h,ER_PRACTITIONER6
3032,e,None
3032,g,None
3033,e,None
3034,e,None
3034,g,None
3035,h,ER_PRACTITIONER5
3035,e,None
3035,g,None
3036,g,None
3037,c,B_BED39
3037,i,INTAKE1
3037,a,None
3037,g,None
3037,b,None
3037,b,None
3038,c,A_BED18
3038,a,None
3038,b,None
3038,d,OR4
3039,h,ER_PRACTITIONER6
3040,c,B_BED23
3040,a,None
3040,b,None
3040,g,None
3040,b,None
3040,b,None
3040,d,OR5
3041,i,INTAKE4
3041,g,None
3041,b,None
3041,a,None
3041,b,None
3041,d,OR2
3042,c,B_BED22
3042,g,None
3043,c,B_BED34
3043,i,INTAKE1
3043,b,None
3043,b,None
3043,b,None
3044,c,B_BED24
3044,h,ER_PRACTITIONER4
3044,g,None
3044,d,OR1
3045,h,ER_PRACTITIONER5
3045,g,None
3045,e,None
3046,c,B_BED26
3046,i,INTAKE1
3046,g,None
3046,a,None
3046,b,None
3046,d,OR5
3047,c,B_BED7
3047,h,ER_PRACTITIONER7
3047,e,None
3048,h,ER_PRACTITIONER1
3048,g,None
3049,c,A_BED17
3049,i,INTAKE4
3049,b,None
3049,g,None
3050,c,B_BED39
3050,b,None
3050,b,None
3050,b,None
3050,g,None
3050,b,None
3050,b,None
3051,b,None
3051,f,None
3051,b,None
3051,a,None
3051,b,None
3052,b,None
3052,b,None
3052,b,None
3052,b,None
3052,f,None
3052,b,None
3052,a,None
3052,b,None
3053,c,B_BED2
3053,i,INTAKE2
3053,g,None
3053,b,None
3053,a,None
3053,b,None
3054,c,A_BED1
3054,b,None
3054,d,OR1
3055,c,B_BED20
3055,i,INTAKE4
3055,g,None
3055,b,None
3055,a,None
3055,b,None
3056,b,None
3056,b,None
3056,b,None
3056,g,None
3056,b,None
3056,b,None
3056,a,None
3056,b,None
3057,i,INTAKE2
3057,b,None
3057,b,None
3057,b,None
3057,b,None
3057,a,None
3058,c,B_BED14
3058,i,INTAKE1
3058,b,None
3058,b,None
3058,b,None
3058,g,None
3058,b,None
3058,d,OR5
3059,b,None
3059,b,None
3059,b,None
3059,b,None
3059,b,None
3059,f,None
3060,f,None
3060,a,None
3060,b,None
3060,b,None
3060,b,None
3060,b,None
3060,b,None
3061,c,B_BED3
3061,h,ER_PRACTITIONER3
3061,g,None
3061,e,None
3062,b,None
3062,a,None
3062,b,None
3062,b,None
3063,b,None
3063,b,None
3063,f,None
3063,a,None
3063,b,None
3063,b,None
3063,b,None
3064,b,None
3064,b,None
3064,a,None
3065,b,None
3065,a,None
3065,f,None
3065,b,None
3065,b,None
3066,b,None
3066,b,None
3066,b,None
3066,a,None
3066,f,None
3067,a,None
3067,b,None
3067,b,None
3067,b,None
3067,b,None
3068,a,None
3068,b,None
3068,f,None
3068,b,None
3068,b,None
3069,b,None
3069,b,None
3069,f,None
3069,a,None
3069,b,None
3069,b,None
3070,h,ER_PRACTITIONER4
3070,e,None
3070,g,None
3071,b,None
3071,b,None
3071,b,None
3071,b,None
3071,a,None
3071,b,None
3072,a,None
3072,b,None
3072,b,None
3072,b,None
3072,f,None
3072,b,None
3073,b,None
3073,f,None
3073,b,None
3073,b,None
3074,c,B_BED25
3074,h,ER_PRACTITIONER3
3074,e,None
3075,b,None
3075,a,None
3075,b,None
3075,b,None
3075,b,None
3075,f,None
3076,h,ER_PRACTITIONER5
3076,g,None
3077,b,None
3077,b,None
3077,b,None
3077,b,None
3077,b,None
3077,b,None
3077,f,None
3078,b,None
3078,b,None
3078,b,None
3078,f,None
3078,b,None
3078,a,None
3079,b,None
3079,b,None
3079,b,None
3079,f,None
3079,b,None
3079,b,None
3080,f,None
3080,a,None
3080,b,None
3080,b,None
3081,h,ER_PRACTITIONER6
3081,e,None
3081,g,None
3082,b,None
3082,f,None
3082,b,None
3082,a,None
3082,b,None
3082,b,None
3083,h,ER_PRACTITIONER4
3083,e,None
3084,c,B_BED26
3084,h,ER_PRACTITIONER7
3084,g,None
3085,b,None
3085,b,None
3085,b,None
3085,a,None
3086,h,ER_PRACTITIONER5
3086,g,None
3086,d,OR3
3087,h,ER_PRACTITIONER3
3087,e,None
3088,c,B_BED11
3088,g,None
3088,e,None
3088,d,OR5
3089,h,ER_PRACTITIONER4
3089,g,None
3089,e,None
3090,h,ER_PRACTITIONER3
3090,g,None
3090,e,None
3091,h,ER_PRACTITIONER3
3091,e,None
3091,g,None
3092,g,None
3093,c,B_BED9
3093,h,ER_PRACTITIONER4
3093,e,None
3093,g,None
3094,h,ER_PRACTITIONER5
3094,e,None
3095,h,ER_PRACTITIONER6
3095,g,None
3096,e,None
3096,g,None
3097,e,None
3097,g,None
3098,h,ER_PRACTITIONER4
3098,e,None
3098,g,None
3099,h,ER_PRACTITIONER5
3099,e,None
3100,e,None
3100,g,None
3101,h,ER_PRACTITIONER7
3101,g,None
3101,e,None
3102,c,B_BED29
3102,h,ER_PRACTITIONER1
3103,c,B_BED30
