case_id,event_label
2206,cb
2208,hbca
2209,hacb
2210,a
2211,acb
2212,bca
2213,bc
2214,ba
2215,hc
2216,ahc
2217,bac
2218,ba
2219,bca
2220,fchb
2221,cfbha
2222,hca
2223,ch
2224,bc
2225,cah
2226,hbca
2227,bca
2228,ba
2229,bhc
2230,c
2231,bca
2232,ab
2233,c
2234,cbha
2235,hb
2236,c
2237,bac
2238,acfbh
2239,ha
2240,icg
2241,bch
2242,hgefi
2243,ieh
2244,efg
2245,bc
2246,ehci
2247,gceei
2248,gfhe
2249,cihge
2250,hieg
2251,ghie
2252,chige
2253,iechg
2254,he
2255,hci
2256,eicehg
2257,e
2258,eeee
2259,geeeede
2260,geeeed
2261,afhb
2262,eighec
2263,cb
2264,hecge
2265,eeegde
2266,eee
2267,deeege
2268,ihec
2269,cfehige
2270,edeeeeeg
2271,eedgee
2272,eee
2273,hfege
2274,e
2275,ca
2276,hb
2277,eedg
2278,eedee
2279,edeeee
2280,edeg
2281,cba
2282,edeee
2283,abc
2284,acb
2285,bac
2286,cba
2287,a
2288,ac
2289,ca
2290,bc
2291,cb
2292,cab
2293,bca
2294,bca
2295,ab
2296,ac
2297,ab
2298,abc
2299,ac
2300,cbhf
2301,ca
2302,hba
2303,b
2304,fchb
2305,eigc
2306,fcgih
2307,che
2308,ch
2309,hifc
2310,ieehg
2311,hgie
2312,hcef
2313,ehgc
2314,c
2315,iehc
2316,fei
2317,c
2318,fhcg
2319,eecehg
2320,cba
2321,eedeee
2322,deeege
2323,deeeege
2324,eeegee
2325,bhac
2326,hig
2327,heg
2328,egeee
2329,chb
2330,hcge
2331,edeg
2332,eeeeee
2333,eeeedg
2334,eeeeeg
2335,eedgeee
2336,ch
2337,cbah
2338,geeee
2339,edee
2340,edeeee
2341,eged
2342,eeeegeed
2343,geedee
2344,ah
2345,eedee
2346,b
2347,eeeedeg
2348,acb
2349,bc
2350,cba
2351,bcah
2352,cb
2353,a
2354,cbh
2355,acb
2356,bca
2357,abch
2358,ac
2359,bha
2360,a
2361,gicfh
2362,iceh
2363,iehc
2364,h
2365,fghc
2366,eeceegehe
2367,eeeeehe
2368,gedeee
2369,cb
2370,hfgce
2371,eeeed
2372,abhcf
2373,eeed
2374,dgeeee
2375,egci
2376,fa
2377,achb
2378,bac
2379,hcieeee
2380,ieeege
2381,eeeeeci
2382,eede
2383,abcf
2384,ac
2385,bc
2386,egeee
2387,edgeeeee
2388,bc
2389,eeghie
2390,efheiece
2391,geeee
2392,eeeeeed
2393,egee
2394,ahb
2395,edeegee
2396,edgeeeee
2397,geeeeee
2398,eegeeed
2399,edeeege
2400,hafb
2401,gdeee
2402,b
2403,bca
2404,cabh
2405,abc
2406,bahc
2407,ch
2408,abch
2409,bh
2410,acb
2411,ba
2412,cb
2413,ac
2414,bcha
2415,cbah
2416,cb
2417,cb
2418,ahcfb
2419,cab
2420,chb
2421,cbh
2422,echgei
2423,eheege
2424,ehegce
2425,hac
2426,hgecee
2427,eecehie
2428,cgeefhe
2429,egce
2430,ca
2431,cieeefhe
2432,cheeeeeef
2433,eihefecg
2434,abc
2435,eeeedg
2436,deegee
2437,eeeeeg
2438,eeee
2439,ecieegeh
2440,ige
2441,ha
2442,geeihe
2443,eeeghfce
2444,eeeee
2445,eegeeed
2446,eeeedge
2447,ege
2448,geedee
2449,egeee
2450,eeeeeg
2451,eiee
2452,b
2453,gedee
2454,eeege
2455,eeee
2456,eeedg
2457,deeeg
2458,cb
2459,eegeee
2460,ege
2461,eeeg
2462,eeeeedg
2463,hcb
2464,c
2465,cb
2466,hbc
2467,bac
2468,bc
2469,afc
2470,bah
2471,bac
2472,bha
2473,b
2474,hcb
2475,ac
2476,cba
2477,a
2478,cab
2479,ba
2480,ac
2481,hbca
2482,bac
2483,abh
2484,acb
2485,ca
2486,ehc
2487,hcigeee
2488,eieec
2489,eceegh
2490,eefeigee
2491,geeedeee
2492,edeeee
2493,eeegeed
2494,eeeede
2495,eegeede
2496,edeee
2497,eedeg
2498,eeegee
2499,eegee
2500,geedee
2501,eeg
2502,ahc
2503,bac
2504,eegee
2505,cba
2506,geedeee
2507,deee
2508,geeeede
2509,hciee
2510,hegceef
2511,eege
2512,edeee
2513,eedege
2514,eegeed
2515,hbc
2516,hc
2517,edge
2518,hh
2519,gde
2520,eieec
2521,edegee
2522,edeeeege
2523,deee
2524,dgeeee
2525,edee
2526,ac
2527,bca
2528,ca
2529,bac
2530,bhfac
2531,fabh
2532,ahfb
2533,bach
2534,ahc
2535,ca
2536,ca
2537,acb
2538,ha
2539,ac
2540,bac
2541,cab
2542,bca
2543,ah
2544,a
2545,cba
2546,bca
2547,hfab
2548,bac
2549,hcb
2550,cb
2551,bac
2552,abc
2553,cb
2554,hc
2555,cb
2556,cba
2557,bcfa
2558,hcabh
2559,b
2560,cab
2561,c
2562,ca
2563,bca
2564,ab
2565,acb
2566,ca
2567,cb
2568,ahcb
2569,ac
2570,hacb
2571,bca
2572,ac
2573,b
2574,abc
2575,a
2576,bcfah
2577,cab
2578,ahc
2579,b
2580,hca
2581,abch
2582,gifhce
2583,gicfeh
2584,heig
2585,c
2586,bhac
2587,cei
2588,ceefi
2589,bhc
2590,heh
2591,eigc
2592,gcih
2593,hceg
2594,efcegh
2595,eeeeg
2596,gief
2597,iech
2598,cheg
2599,b
2600,gie
2601,gehic
2602,eegeed
2603,eeedeege
2604,geeeed
2605,eeeegee
2606,heicg
2607,eedee
2608,ab
2609,acb
2610,eedeege
2611,ca
2612,ghiceee
2613,geefeic
2614,hecif
2615,hba
2616,eegee
2617,degeeee
2618,eeed
2619,degeee
2620,eegede
2621,cfig
2622,ciehg
2623,degee
2624,dgeeeeee
2625,eeedgee
2626,eedee
2627,ca
2628,deeeeeg
2629,abc
2630,fh
2631,bhfa
2632,ca
2633,ab
2634,a
2635,c
2636,b
2637,ab
2638,cb
2639,hbc
2640,a
2641,bch
2642,c
2643,hab
2644,bahc
2645,ab
2646,ceih
2647,ifhe
2648,hefgi
2649,hcg
2650,abh
2651,fehicg
2652,cgeihe
2653,ghe
2654,eegde
2655,edgee
2656,a
2657,ghc
2658,cieg
2659,hc
2660,ahf
2661,edeegeee
2662,hgfei
2663,efeg
2664,heeec
2665,eeeeih
2666,giech
2667,eeiceege
2668,geie
2669,ceeeh
2670,cegeei
2671,egedeee
2672,egeeedee
2673,ghee
2674,eghefic
2675,eegeedee
2676,dgeee
2677,edeeege
2678,a
2679,eeeg
2680,eeeee
2681,edeeg
2682,eegede
2683,geeede
2684,gee
2685,eeeegee
2686,abc
2687,eeegeeed
2688,eeeeed
2689,eedg
2690,geeeee
2691,ca
2692,b
2693,cab
2694,cab
2695,hbc
2696,cb
2697,hb
2698,a
2699,acb
2700,ab
2701,cb
2702,b
2703,a
2704,bc
2705,abc
2706,gie
2707,heig
2708,gfchei
2709,gih
2710,eehc
2711,gehce
2712,eeeifce
2713,eefgeecee
2714,eeechgee
2715,acb
2716,gechi
2717,ceie
2718,ab
2719,eeeeg
2720,cgeef
2721,hfb
2722,hieecg
2723,ieehc
2724,iecfhe
2725,edeeeee
2726,eeeegd
2727,eehecegee
2728,heceieee
2729,bc
2730,eeegeh
2731,egeeeed
2732,eegeee
2733,degeeee
2734,eegeed
2735,acb
2736,cbah
2737,eeeee
2738,edee
2739,eeeg
2740,geeeee
2741,eeee
2742,eeegee
2743,eeeeeg
2744,eeegedee
2745,eeegdee
2746,deeeee
2747,hfc
2748,ba
2749,bc
2750,cba
2751,ca
2752,bac
2753,abc
2754,cab
2755,cba
2756,ac
2757,acb
2758,cb
2759,cab
2760,abc
2761,ac
2762,abc
2763,c
2764,ab
2765,bcf
2766,hc
2767,a
2768,cab
2769,cb
2770,ha
2771,hbac
2772,hgf
2773,icehg
2774,hgi
2775,gfeih
2776,bc
2777,ee
2778,eiec
2779,fheegcei
2780,abc
2781,ecgi
2782,a
2783,feeegie
2784,eedeee
2785,egdee
2786,bca
2787,eeede
2788,giceh
2789,hgce
2790,eeeeedg
2791,dgeeee
2792,deeege
2793,deeee
2794,efgeeehc
2795,eedeege
2796,eedeg
2797,bcha
2798,c
2799,geee
2800,eeeeed
2801,bc
2802,cb
2803,gdeeeee
2804,edegee
2805,ahb
2806,eedgeee
2807,cbah
2808,geeee
2809,eegeede
2810,eeee
2811,edgee
2812,eee
2813,a
2814,cab
2815,a
2816,bfha
2817,bcah
2818,abc
2819,cbf
2820,cbha
2821,hbca
2822,cah
2823,bah
2824,ca
2825,bca
2826,c
2827,bca
2828,cba
2829,bch
2830,fbah
2831,ceieh
2832,bca
2833,afh
2834,geeec
2835,ceheige
2836,bc
2837,ceee
2838,cehi
2839,ecfeeei
2840,bhacf
2841,bchfa
2842,eege
2843,eehicfe
2844,gceehie
2845,eeedg
2846,eedeeee
2847,eeeeegd
2848,eedee
2849,eeeedg
2850,edeege
2851,geede
2852,edee
2853,edee
2854,eedeeeg
2855,deeeege
2856,efeegieeh
2857,ab
2858,eeehec
2859,eicehf
2860,eheegcee
2861,edee
2862,abh
2863,egeeeee
2864,edeee
2865,egeedee
2866,eeeede
2867,bc
2868,eeeege
2869,eeeeeg
2870,geeeee
2871,acb
2872,geedee
2873,eeeeed
2874,a
2875,ca
2876,abch
2877,bfac
2878,bca
2879,a
2880,hcb
2881,hba
2882,ac
2883,c
2884,c
2885,ac
2886,ac
2887,ac
2888,bc
2889,a
2890,bac
2891,abc
2892,ca
2893,cah
2894,ab
2895,ahb
2896,bac
2897,bac
2898,cb
2899,abch
2900,b
2901,fba
2902,c
2903,hab
2904,hacb
2905,ahb
2906,acb
2907,bac
2908,ab
2909,bhac
2910,ahc
2911,b
2912,bach
2913,cba
2914,bhc
2915,ca
2916,ahcb
2917,a
2918,cbah
2919,cba
2920,a
2921,c
2922,ab
2923,ac
2924,a
2925,abc
2926,fbc
2927,c
2928,bac
2929,cbh
2930,acb
2931,bca
2932,chb
2933,ba
2934,bhafc
2935,abc
2936,acb
2937,cbha
2938,ahfc
2939,hc
2940,c
2941,ab
2942,bca
2943,ca
2944,hca
2945,a
2946,ac
2947,fhbca
2948,che
2949,ceigf
2950,ab
2951,bha
2952,ghfi
2953,ge
2954,bcah
2955,gece
2956,gfehei
2957,hecgf
2958,cefihg
2959,gifec
2960,chi
2961,eeeedg
2962,ge
2963,egeee
2964,feh
2965,deeee
2966,eedee
2967,eeedegee
2968,ch
2969,ede
2970,eeege
2971,dgeee
2972,eeee
2973,geedee
2974,gedeeee
2975,eeedege
2976,eedeege
2977,a
2978,eeege
2979,eede
2980,eeeegde
2981,cbah
2982,ehg
2983,eee
2984,deeeee
2985,degee
2986,bc
2987,cba
2988,cab
2989,abc
2990,bh
2991,a
2992,bca
2993,hba
2994,cb
2995,ac
2996,chgf
2997,eicheg
2998,gceeh
2999,eeeeih
3000,gcfhie
3001,abfch
3002,ehgce
3003,ac
3004,ahc
3005,eceie
3006,bc
3007,eeeedeg
3008,eeege
3009,degeee
3010,ceig
3011,cb
3012,feeehegiec
3013,bac
3014,hca
3015,ahb
3016,eeceeei
3017,hieee
3018,gceheei
3019,fchgei
3020,chg
3021,eegdee
3022,ege
3023,gedeeee
3024,egedeee
3025,eedeee
3026,edeeee
3027,egeeee
3028,eeedg
3029,eegeeee
3030,h
3031,geeeeed
3032,ac
3033,edg
3034,eeeeee
3035,haf
3036,eegede
3037,eeedg
3038,eeeege
3039,deee
3040,eeegeed
3041,eeee
3042,bhc
3043,hc
3044,a
3045,hcba
3046,bc
3047,abc
3048,achb
3049,a
3050,bch
3051,bac
3052,h
3053,cab
3054,ac
3055,cbhf
3056,eic
3057,ceig
3058,hefcgi
3059,acfh
3060,bhca
3061,ehegce
3062,abc
3063,c
3064,egieehce
3065,hieeece
3066,ihgc
3067,ehiec
3068,bc
3069,eede
3070,geeeed
3071,eeeegede
3072,ede
3073,eedee
3074,ife
3075,hei
3076,deeeee
3077,deegee
3078,eede
3079,ab
3080,eeee
3081,eedeeg
3082,egeeede
3083,eee
3084,egeede
3085,cb
3086,geeeeeed
3087,acf
3088,eegdee
3089,eeeeedeg
3090,degee
3091,geeeeed
3092,egee
3093,edegee
3094,cha
3095,deg
3096,egee
3097,eegee
3098,eeegdee
3099,eeeeee
3100,eeegee
3101,bac
3102,cba
3103,acb
3104,hba
3105,bac
3106,abc
3107,bcah
3108,bca
3109,ab
3110,bhca
3111,ghfi
3112,giech
3113,ecghi
3114,eeeiehgce
3115,gedeeee
3116,eeege
3117,bhc
3118,egeeee
3119,abh
3120,eegeee
3121,eeedee
3122,hcba
3123,eeeede
3124,eeeede
3125,eeeheeie
3126,eheeicee
3127,ehceeei
3128,eegeed
3129,eged
3130,eegeeed
3131,eeeeee
3132,edegee
3133,edeege
3134,gede
3135,eeeeege
3136,eedeg
3137,degee
3138,eeeeed
3139,deege
3140,egeeeed
3141,egdee
3142,eedg
3143,bhac
3144,egee
3145,eeedee
3146,eegdeeee
3147,eeeg
3148,cb
3149,acb
3150,cab
3151,ha
3152,abc
3153,ch
3154,bahc
3155,bca
3156,cab
3157,abc
3158,ba
3160,hcf
3161,ac
3162,bcha
3164,acb
3165,bca
3166,c
3167,fcieh
3168,gechee
3169,gieee
3170,hbc
3171,gehi
3172,cgfeeeeh
3173,bc
3174,hf
3175,ieeeeceehg
3176,eeeigfecee
3177,cb
3178,egeeee
3179,eeedeg
3180,edege
3181,dee
3182,eegdeee
3183,edgeeee
3184,b
3185,eeeege
3186,eee
3187,abc
3188,eeeg
3189,eegd
3190,edeeee
3191,bc
3192,eede
3193,eehifcgh
3194,b
3195,hac
3196,ahbc
3197,heeceiege
3198,acb
3199,eeeeeeg
3200,eegedeee
3201,geedeee
3202,ac
3203,eeeeedg
3204,ab
3205,hcbf
3206,ege
3207,edeeee
3208,geede
3209,geeeeed
3210,eede
3211,eeeegde
3212,eeeegede
3213,hacb
3214,eeeeeg
3215,deegee
3216,hac
3217,abh
3218,abc
3219,ah
3220,ba
3221,abh
3222,ac
3223,bac
3224,ahbc
3225,a
3226,fbach
3227,bfc
3228,ca
3229,abch
3230,cab
3231,a
3232,fbah
3233,bac
3234,bca
3235,cab
3236,abc
3237,hbc
3238,ca
3239,ahb
3240,a
3241,hb
3242,hcb
3243,hhfbcf
3244,hc
3245,hca
3246,a
3247,cba
3248,b
3249,ah
3250,b
3251,b
3252,ac
3253,ab
3254,acb
3255,bhc
3256,bac
3257,bc
3258,bca
3259,bac
3260,ac
3261,a
3262,abc
3263,c
3264,fa
3265,ac
3266,hb
3267,abc
3268,bc
3269,cab
3270,ahb
3271,bca
3272,ach
3273,bh
3274,cb
3275,ca
3276,bfach
3277,abc
3278,abc
3279,ahcb
3280,cab
3281,abc
3282,bc
3283,hacb
3284,chb
3285,ab
3286,cabh
3287,ab
3288,hcab
3289,cba
3291,gee
3292,gihcee
3293,eiegfc
3294,heige
3295,ieh
3296,ehcgi
3297,cabh
3298,eig
3299,ci
3300,afhc
3301,hce
3302,eceieg
3303,gdeeee
3304,gehce
3305,hcab
3306,egh
3307,ceiehef
3308,heicg
3309,bac
3310,gceei
3311,egce
3312,fcba
3313,cab
3314,eedeeg
3315,deeeee
3316,cab
3317,eeeeegd
3318,geeeee
3319,cab
3320,egehec
3321,ha
3322,ifc
3323,eedee
3324,eegdee
3325,eeeegede
3326,eeegeee
3327,gedeee
3328,edeeeg
3329,egeee
3330,fb
3331,cba
3332,habc
3333,abc
3334,abc
3335,a
3336,ca
3338,bcah
3339,chafb
3340,bca
3341,cb
3342,gich
3343,ghefce
3344,ceeghi
3345,ceh
3346,hac
3347,eeeedg
3348,ieeg
3349,eedeeeeg
3350,deeeee
3351,deeee
3352,geeee
3353,eeeg
3354,bc
3355,gic
3356,cgi
3357,b
3358,hegc
3359,eeedee
3360,edge
3361,gehei
3362,hacb
3363,chgef
3364,hfgci
3365,bc
3366,hcegi
3367,geeeed
3368,eeeeeg
3369,egeeed
3370,eedg
3371,eeede
3372,edee
3373,ghciee
3374,eedeeg
3375,edegee
3376,eedege
3377,eedeg
3378,bca
3379,eeegee
3380,degee
3381,egee
3382,edgeee
3383,geed
3384,ch
3385,eeeeedg
3386,bca
3387,fb
3388,abc
3389,bac
3390,cab
3391,habc
3392,afc
3393,hbacf
3394,hfba
3395,ab
3396,b
3397,hba
3398,bca
3399,ab
3400,ac
3401,ca
3402,cba
3403,bac
3404,ca
3405,bca
3406,gcieh
3407,gchi
3408,ghc
3409,gech
3410,ehfegc
3411,eeecge
3412,geecfeie
3413,ieeeeeg
3414,eeeeieehgc
3415,fabc
3416,eegeee
3417,gehci
3418,eedge
3419,ecegehie
3420,eheeec
3421,eeeeheegci
3422,ca
3423,ede
3424,edeegee
3425,eeedee
3426,eeigch
3427,egeeee
3428,eegee
3429,cab
3430,eeeeg
3431,gdeee
3432,ee
3433,eegee
3434,edeeeege
3435,eeg
3436,dege
3437,eeeedge
3438,eeeeged
3439,c
3440,eeeg
3441,egeeee
3442,bafh
3443,ba
3444,ba
3445,ac
3446,bca
3447,cba
3448,bac
3449,b
3450,bha
3451,igfeeehe
3452,ac
3453,ceeieg
3454,ecehfee
3455,gehiceee
3456,ihfcee
3457,eeeeg
3458,eceefeee
3459,eedeeg
3460,eeeeedg
3461,gedeee
3462,egee
3463,eedege
3464,cbah
3465,deee
3466,eeee
3467,eeegdee
3468,eeedegee
3469,geeeee
3470,deeeege
3471,eedgeee
3472,acb
3473,edee
3474,eeedee
3475,dgeeee
3476,eeegdee
3477,cab
3478,geeeee
3479,geeee
3480,gdeeeee
3481,gdee
3482,abch
3483,bca
3484,a
3485,bca
3487,bh
3488,ahb
3489,bhca
3490,bha
3491,abch
3492,cabfh
3493,ha
3494,acb
3495,a
3496,heeig
3497,cgihe
3498,bhc
3499,ca
3500,heceeeg
3501,eecie
3502,hece
3503,eeedge
3504,deeege
3505,edg
3506,edeee
3507,geede
3508,egeee
3509,eegde
3510,egdeee
3511,egeeeee
3512,eedee
3513,edeee
3514,cha
3515,eeeegeed
3516,eegedee
3517,eedeege
3518,cb
3519,eegee
3520,eeeg
3521,geee
3522,edeeee
3523,ab
3524,eeg
3525,eeeedg
3526,ab
3527,eege
3528,deeege
3529,eegee
3530,eeegeeed
3531,eegde
3532,hacb
3533,hab
3534,bca
3535,cabh
3536,h
3537,hbc
3538,acb
3539,ca
3540,bc
3541,hcb
3542,a
3543,ac
3544,ba
3545,ac
3546,acb
3547,abc
3548,b
3549,ac
3550,cba
3551,cfhba
3552,cb
3553,abh
3554,cba
3556,ab
3557,ca
3558,bc
3559,fah
3560,acb
3561,ac
3562,h
3563,bac
3564,ba
3565,abhcf
3566,a
3567,bac
3568,hba
3569,ac
3570,ha
3571,bc
3572,ba
3573,bach
3574,acbh
3575,ch
3576,a
3577,abh
3578,bac
3579,bca
3580,c
3581,hcb
3582,hb
3583,cb
3584,acb
3585,abc
3586,bah
3587,bca
3588,ac
3589,ca
3590,hfacb
3591,hba
3592,ba
3593,ba
3594,ab
3595,cfab
3596,ab
3597,acbh
3598,acb
3599,ac
3600,cfh
3601,a
3602,abch
3603,gce
3604,chba
3605,icfe
3606,eic
3607,cb
3608,ecgh
3609,eceh
3610,icg
3611,ech
3612,cehi
3613,fiegfc
3614,ifcehe
3615,eigeeeh
3616,afbch
3617,ceghi
3618,ca
3619,hecig
3620,higc
3621,geee
3622,cif
3623,deeeeee
3624,gfc
3625,bc
3626,degeeeee
3627,eegede
3628,egeeee
3629,eeeee
3630,edge
3631,ba
3632,eegeee
3633,eege
3634,eihg
3635,abch
3636,eeeegee
3637,eegeeed
3638,fba
3639,eegde
3640,ca
3641,hacb
3642,ca
3643,acb
3644,bc
3645,ac
3646,b
3647,ac
3648,hba
3649,ahb
3650,cb
3651,b
3652,cbaf
3653,ba
3655,acb
3656,hhcb
3657,hacbf
3658,bca
3659,c
3660,hbc
3661,abh
3662,bcf
3663,ac
3664,cahb
3665,ab
3666,a
3667,eihg
3668,chfge
3670,hefg
3671,ciegh
3672,ehcgeie
3673,hcg
3674,eeeegec
3675,ba
3676,feeecghi
3677,c
3678,cgih
3679,fecgi
3680,eeicgeh
3681,ec
3682,feecie
3683,eceefih
3684,eiecgee
3685,gechefee
3686,fieeheg
3687,deee
3688,ba
3689,eg
3690,degeee
3691,gdee
3692,afbh
3693,deeeeeeg
3694,eg
3695,ih
3696,fgh
3697,eeee
3698,eed
3699,egeeed
3700,eedeeee
3701,eeeeeedg
3702,gede
3703,eeeg
3704,geedeeee
3705,edeee
3706,hacb
3707,eeedg
3708,dge
3709,geede
3710,bca
3711,gdeeee
3712,eee
3713,eegdeee
3714,bahc
3715,chb
3716,cba
3717,ca
3718,bahc
3719,b
3720,hba
3721,bca
3722,bc
3723,a
3724,fabhc
3725,a
3726,bca
3727,c
3728,bahc
3729,ab
3730,hbac
3731,ahc
3732,eceegfehee
3733,heciegee
3734,ba
3735,ieghe
3736,hegee
3737,hi
3738,hifcgee
3739,ac
3740,bahc
3741,eeeegi
3742,bca
3743,ice
3744,ehicgf
3745,eeeihec
3746,eedeeeg
3747,geeeede
3748,bha
3749,egeed
3750,bc
3751,geeee
3752,eeeeed
3753,edegee
3754,eeede
3755,deeeeeeg
3756,edeee
3757,deeeeeeg
3758,eeeedge
3759,egeeeee
3760,geeedee
3761,eeedeee
3762,hac
3763,bac
3764,ba
3765,edege
3766,eeeede
3767,ah
3768,eeeeeg
3769,dgeeeee
3770,gee
3771,eeee
3772,degeee
3773,bhac
3774,eegee
3775,ca
3776,bah
3777,ba
3778,acb
3779,ba
3780,cb
3781,cb
3783,hcba
3784,bcf
3785,ac
3786,fcha
3787,c
3788,bac
3789,hca
3790,ca
3791,bahc
3792,cab
3793,hbc
3794,hige
3795,hce
3796,afc
3797,ihgc
3798,chei
3799,eceegh
3800,ahb
3801,geede
3802,eeeed
3803,gheci
3804,hca
3805,edeeeeg
3806,ac
3807,eeeedge
3808,cba
3809,gc
3810,eegee
3811,eee
3812,bahc
3813,eeedge
3814,eeedg
3815,ca
3816,bac
3817,gede
3818,deeeeg
3819,edegeeee
3820,hab
3821,geed
3822,bc
3823,edge
3824,eeegdee
3825,eeeg
3826,eeeee
3827,deeegee
3828,deee
3829,de
3830,eged
3831,edgeeee
3832,ba
3833,cba
3834,cb
3835,bach
3836,bh
3837,cah
3838,hcba
3839,cba
3840,cbah
3841,ca
3842,hca
3843,bha
3844,abc
3845,c
3846,bac
3847,bc
3848,ah
3850,cab
3851,eige
3852,hgfecie
3853,cah
3854,ceeih
3855,ieehceg
3856,c
3857,eegdeee
3858,eedeee
3859,eeeeg
3860,eeeeg
3861,eegdee
3862,eeee
3863,eedeeeg
3864,eegdee
3865,bac
3866,eee
3867,gdee
3868,edeeee
3869,cba
3870,cab
3871,eeeeg
3872,egdee
3873,geeedee
3874,eeede
3875,eeegee
3876,eeegeeed
3877,eeeed
3878,eegeee
3879,hab
3880,eeeee
3882,eeeedeg
3883,eeegee
3884,eeeeee
3885,cbf
3886,ca
3887,bhc
3888,chba
3889,hbc
3890,bc
3891,cbha
3892,fca
3893,bha
3894,bc
3895,cab
3896,c
3897,abc
3898,a
3899,cba
3900,ba
3901,acbh
3902,bac
3903,ba
3904,fh
3905,cah
3906,b
3907,bca
3908,abc
3909,ac
3910,bca
3911,ba
3912,ac
3913,bca
3914,ac
3915,abc
3916,b
3917,bac
3918,cb
3919,ca
3920,cba
3921,ah
3922,cb
3923,ab
3924,bca
3925,bc
3926,ba
3927,bc
3928,abc
3929,acb
3930,bca
3931,b
3932,cb
3933,fb
3934,bh
3935,ac
3936,bhf
3937,ba
3938,cha
3939,ha
3940,fa
3941,hfabc
3942,hab
3943,acfbh
3944,ch
3945,cbh
3946,bca
3947,bcha
3948,bca
3949,acb
3950,ehcf
3951,ehgic
3952,hcgi
3953,eihfhc
3954,cab
3955,cif
3956,ehic
3957,hei
3958,degeeee
3959,eeige
3960,eeeede
3961,hba
3962,egeee
3963,eeeeeg
3964,bh
3965,fcei
3966,egecieh
3967,egei
3968,eg
3969,ba
3970,eeihg
3971,bhhca
3972,cig
3973,ceh
3974,ghc
3975,gei
3976,bca
3977,eiecg
3978,eeeg
3979,eeeeeeg
3980,efi
3981,ehgi
3982,icg
3983,cieh
3984,ceig
3985,edeee
3986,geed
3987,icg
3988,cigfhe
3989,acb
3990,hab
3991,hcb
3992,hfa
3993,cah
3994,cbha
3995,bc
3996,bac
3997,ac
3998,c
3999,cab
4000,hca
4001,c
4002,hfc
4003,hb
4004,abc
4005,c
4006,heegci
4007,hegec
4008,cba
4009,eehgi
4010,gce
4011,eice
4012,heg
4013,eegee
4014,eege
4015,eich
4016,egice
4017,feceheige
4019,cba
4020,ca
4021,eihc
4022,eicgf
4023,gecihe
4024,eeihcgeefe
4025,edeeg
4026,eeede
4027,ah
4028,ieehf
4029,hcife
4030,eedege
4031,eeedg
4032,deegeee
4033,cbah
4034,gi
4035,hafc
4036,edeee
4037,degeee
4038,eeedeg
4039,gedee
4040,a
4041,ch
4042,hegc
4043,egci
4044,eeeeege
4045,bcfa
4046,eeedeeg
4047,ch
4048,eeeee
4049,ba
4050,a
4051,cbh
4052,hca
4053,b
4054,hab
4055,hba
4056,a
4057,bca
4058,acb
4059,abc
4060,cab
4061,a
4062,c
4063,hab
4064,acb
4065,ha
4066,c
4067,eicgh
4068,b
4069,gh
4070,ac
4071,gehefci
4072,chieee
4073,eeeeegd
4074,hbc
4075,deeeegee
4076,eeeeeg
4077,ac
4078,gcieh
4079,egeiehe
4080,hgeeeeic
4081,eeedeeg
4082,egeeee
4083,deeeg
4084,deeege
4085,eegeedee
4086,acb
4087,egeede
4088,edeeee
4089,dgeee
4090,geeee
4091,hcab
4092,eeegeee
4093,eeed
4094,eeegeee
4095,cba
4096,eeee
4097,ighcef
4098,eedgee
4099,geeeed
4100,eegdee
4101,abc
4102,geedeee
4103,cb
4104,a
4105,bca
4106,ha
4107,hcfba
4110,abh
4111,ach
4112,bhca
4113,bca
4114,bac
4115,ca
4116,ghci
4117,cigfh
4118,ighce
4119,eeeegde
4120,geed
4121,ahbc
4122,eegede
4123,eegee
4124,geee
4125,acb
4126,abc
4127,ceehfee
4128,cehigee
4129,eeedeee
4130,ac
4131,egeee
4132,eeeeed
4133,eeeegde
4134,eeedee
4135,dgeeee
4136,hegeeec
4137,abch
4138,egeee
4139,egeeee
4140,bac
4141,ac
4142,eeege
4143,eeege
4144,h
4145,eegeede
4146,eeeeged
4147,cah
4148,edee
4149,eeeee
4150,eeedegee
4151,c
4152,dgeee
4153,edegee
4154,eeegde
4155,ab
4156,egeeee
4157,cab
4158,b
4159,bc
4160,acb
4161,bha
4162,hb
4163,a
4164,bacf
4165,bahc
4166,acb
4167,cba
4168,cba
4169,fhbac
4170,ca
4171,ac
4172,bhfca
4173,ahc
4174,geieehfc
4175,hieeg
4177,cieeg
4178,bca
4179,fhee
4180,eieg
4181,c
4182,edegee
4183,gede
4184,a
4185,ab
4186,edeeee
4187,dgeeeeee
4188,geeede
4189,eeeege
4190,eeeeee
4191,eeiehec
4192,ab
4193,eeeee
4194,eeee
4195,cab
4196,eeeeeg
4197,eeeed
4198,egee
4199,eedge
4200,gdeeeee
4201,geeeede
4202,bhac
4203,cha
4204,eedeeee
4205,eedee
4206,eeegeede
4207,hab
4208,ed
4209,deeeee
4210,eeedeg
4211,eeeede
4212,eeeeedeg
4213,cab
4214,hab
4215,bc
4216,abc
4217,cba
4219,cbah
4220,achf
4221,ba
4222,b
4223,ba
4224,achf
4225,ab
4226,cab
4227,abc
4228,abc
4229,cba
4230,acb
4231,abc
4232,bac
4233,bc
4234,ab
4235,ba
4236,ab
4237,bca
4238,hcab
4239,cba
4240,ahb
4241,a
4242,bc
4243,bhac
4244,ca
4245,affhh
4246,ab
4247,bca
4248,facbh
